Sample	Date of Collection	Pangolin	Month	Week
ME-HETL-J0043	2020-03-16	B.1.413	2020-3	2020-12
ME-HETL-J0044	2020-03-16	B.1	2020-3	2020-12
ME-HETL-J0046	2020-03-17	B.1.1	2020-3	2020-12
ME-HETL-J0047	2020-03-18	B.1	2020-3	2020-12
ME-HETL-J0048	2020-03-18	B.1	2020-3	2020-12
ME-HETL-J0049	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0050	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0051	2020-03-19	A	2020-3	2020-12
ME-HETL-J0052	2020-03-16	A.1	2020-3	2020-12
ME-HETL-J0053	2020-03-13	A.1	2020-3	2020-11
ME-HETL-J0054	2020-03-14	B.1	2020-3	2020-11
ME-HETL-J0055	2020-03-16	B.1	2020-3	2020-12
ME-HETL-J0056	2020-03-16	A.1	2020-3	2020-12
ME-HETL-J0057	2020-03-15	B.1	2020-3	2020-12
ME-HETL-J0058	2020-03-17	B.1	2020-3	2020-12
ME-HETL-J0059	2020-03-16	B.3	2020-3	2020-12
ME-HETL-J0060	2020-03-20	B.1	2020-3	2020-12
ME-HETL-J0061	2020-03-20	B.1.1.113	2020-3	2020-12
ME-HETL-J0062	2020-03-23	B.1	2020-3	2020-13
ME-HETL-J0063	2020-03-17	B.1	2020-3	2020-12
ME-HETL-J0064	2020-03-17	B.1	2020-3	2020-12
ME-HETL-J0065	2020-03-19	B.1.439	2020-3	2020-12
ME-HETL-J0066	2020-03-19	B.1.1.142	2020-3	2020-12
ME-HETL-J0067	2020-03-20	B.1	2020-3	2020-12
ME-HETL-J0068	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0069	2020-03-21	B.1.1	2020-3	2020-12
ME-HETL-J0070	2020-03-23	B.1	2020-3	2020-13
ME-HETL-J0071	2020-03-23	B.1	2020-3	2020-13
ME-HETL-J0072	2020-03-20	A.1	2020-3	2020-12
ME-HETL-J0073	2020-03-19	B.1.413	2020-3	2020-12
ME-HETL-J0074	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0075	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0076	2020-03-18	B.1	2020-3	2020-12
ME-HETL-J0077	2020-03-18	B.1	2020-3	2020-12
ME-HETL-J0078	2020-03-19	A.1	2020-3	2020-12
ME-HETL-J0079	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0080	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0081	2020-03-18	B.1	2020-3	2020-12
ME-HETL-J0082	2020-03-20	A.1	2020-3	2020-12
ME-HETL-J0083	2020-03-20	B	2020-3	2020-12
ME-HETL-J0084	2020-03-20	B.3	2020-3	2020-12
ME-HETL-J0085	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0086	2020-03-20	A.1	2020-3	2020-12
ME-HETL-J0087	2020-03-19	B.1	2020-3	2020-12
ME-HETL-J0088	2020-03-22	B.1	2020-3	2020-13
ME-HETL-J0089	2020-03-22	B.1	2020-3	2020-13
ME-HETL-J0090	2020-03-20	B.1	2020-3	2020-12
ME-HETL-J0091	2020-03-21	B.1.439	2020-3	2020-12
ME-HETL-J0092	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0093	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0094	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0095	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0096	2020-03-19	A.1	2020-3	2020-12
ME-HETL-J0097	2020-03-20	B.1	2020-3	2020-12
ME-HETL-J0098	2020-03-21	B.1	2020-3	2020-12
ME-HETL-J0099	2020-03-23	B.1	2020-3	2020-13
ME-HETL-J0100	2020-03-23	B.1	2020-3	2020-13
ME-HETL-J0101	2020-03-23	B.1	2020-3	2020-13
ME-HETL-J0102	2020-08-25	B.1.2	2020-8	2020-35
ME-HETL-J0103	2020-08-25	B.1.2	2020-8	2020-35
ME-HETL-J0104	2020-08-26	B.1.2	2020-8	2020-35
ME-HETL-J0105	2020-08-26	B.1.2	2020-8	2020-35
ME-HETL-J0106	2020-08-26	B.1.2	2020-8	2020-35
ME-HETL-J0107	2020-08-27	B.1.2	2020-8	2020-35
ME-HETL-J0108	2020-08-27	B.1.2	2020-8	2020-35
ME-HETL-J0109	2020-08-27	B.1.2	2020-8	2020-35
ME-HETL-J0110	2020-08-26	B.1.2	2020-8	2020-35
ME-HETL-J0112	2020-08-27	B.1.369	2020-8	2020-35
ME-HETL-J0114	2020-09-02	B.1.565	2020-9	2020-36
ME-HETL-J0115	2020-09-02	B.1.2	2020-9	2020-36
ME-HETL-J0116	2020-09-01	B.1.1	2020-9	2020-36
ME-HETL-J0117	2020-09-02	B.1.1.192	2020-9	2020-36
ME-HETL-J0118	2020-09-01	B.1.240	2020-9	2020-36
ME-HETL-J0119	2020-09-01	B.1.1	2020-9	2020-36
ME-HETL-J0120	2020-09-01	B.1	2020-9	2020-36
ME-HETL-J0124	2020-09-03	B.1.2	2020-9	2020-36
ME-HETL-J0125	2020-09-06	B.1.2	2020-9	2020-37
ME-HETL-J0126	2020-09-06	B.1	2020-9	2020-37
ME-HETL-J0127	2020-09-05	B.1.1	2020-9	2020-36
ME-HETL-J0129	2020-09-06	B.1.2	2020-9	2020-37
ME-HETL-J0130	2020-09-08	B.1.2	2020-9	2020-37
ME-HETL-J0131	2020-09-08	B.1.2	2020-9	2020-37
ME-HETL-J0132	2020-09-08	B.1.2	2020-9	2020-37
ME-HETL-J0133	2020-09-08	B.1.2	2020-9	2020-37
ME-HETL-J0135	2020-09-09	B.1.2	2020-9	2020-37
ME-HETL-J0136	2020-09-09	B.1.595.1	2020-9	2020-37
ME-HETL-J0137	2020-09-08	B.1	2020-9	2020-37
ME-HETL-J0138	2020-09-08	B.1.2	2020-9	2020-37
ME-HETL-J0140	2020-09-10	B.1.2	2020-9	2020-37
ME-HETL-J0141	2020-09-09	B.1	2020-9	2020-37
ME-HETL-J0142	2020-09-10	B.1.1.8	2020-9	2020-37
ME-HETL-J0143	2020-09-11	B.1.1	2020-9	2020-37
ME-HETL-J0145	2020-09-11	B.1.2	2020-9	2020-37
ME-HETL-J0146	2020-09-11	B.1.2	2020-9	2020-37
ME-HETL-J0148	2020-09-11	B.1.2	2020-9	2020-37
ME-HETL-J0149	2020-09-11	B.1.2	2020-9	2020-37
ME-HETL-J0150	2020-09-11	B.1.2	2020-9	2020-37
ME-HETL-J0155	2020-09-11	B.1.2	2020-9	2020-37
ME-HETL-J0158	2020-09-13	B.1.243	2020-9	2020-38
ME-HETL-J0159	2020-09-13	B.1.243	2020-9	2020-38
ME-HETL-J0160	2020-09-13	B.1.2	2020-9	2020-38
ME-HETL-J0161	2020-09-14	B.1.243	2020-9	2020-38
ME-HETL-J0162	2020-09-14	B.1	2020-9	2020-38
ME-HETL-J0163	2020-09-14	B.1	2020-9	2020-38
ME-HETL-J0165	2020-09-15	B.1.2	2020-9	2020-38
ME-HETL-J0166	2020-09-15	B.1.1.434	2020-9	2020-38
ME-HETL-J0167	2020-09-15	B.1.2	2020-9	2020-38
ME-HETL-J0168	2020-09-14	B.1.1.434	2020-9	2020-38
ME-HETL-J0169	2020-09-15	B.1.1.434	2020-9	2020-38
ME-HETL-J0170	2020-09-15	B.1.2	2020-9	2020-38
ME-HETL-J0172	2020-09-15	B.1.2	2020-9	2020-38
ME-HETL-J0173	2020-09-15	B.1.1.434	2020-9	2020-38
ME-HETL-J0174	2020-09-15	B.1.1.434	2020-9	2020-38
ME-HETL-J0175	2020-09-15	B.1.243	2020-9	2020-38
ME-HETL-J0176	2020-09-15	B.1	2020-9	2020-38
ME-HETL-J0178	2020-09-16	B.1.1.434	2020-9	2020-38
ME-HETL-J0179	2020-09-16	B.1.1.434	2020-9	2020-38
ME-HETL-J0180	2020-09-16	B.1.1.434	2020-9	2020-38
ME-HETL-J0181	2020-09-16	B.1.1.434	2020-9	2020-38
ME-HETL-J0182	2020-09-15	B.1.2	2020-9	2020-38
ME-HETL-J0183	2020-09-15	B.1.2	2020-9	2020-38
ME-HETL-J0184	2020-09-16	B.1	2020-9	2020-38
ME-HETL-J0185	2020-09-16	B.1.2	2020-9	2020-38
ME-HETL-J0186	2020-09-16	B.1	2020-9	2020-38
ME-HETL-J0187	2020-09-16	B.1	2020-9	2020-38
ME-HETL-J0188	2020-09-17	B.1.2	2020-9	2020-38
ME-HETL-J0190	2020-09-17	B.1.2	2020-9	2020-38
ME-HETL-J0193	2020-09-16	B.1.1.434	2020-9	2020-38
ME-HETL-J0194	2020-09-17	B.1.243	2020-9	2020-38
ME-HETL-J0199	2020-09-18	B.1.1.434	2020-9	2020-38
ME-HETL-J0201	2020-09-19	B.1.2	2020-9	2020-38
ME-HETL-J0202	2020-09-18	B.1.2	2020-9	2020-38
ME-HETL-J0203	2020-09-20	B.1.2	2020-9	2020-39
ME-HETL-J0204	2020-09-21	B.1.2	2020-9	2020-39
ME-HETL-J0206	2020-09-21	B.1	2020-9	2020-39
ME-HETL-J0208	2020-09-22	B.1.2	2020-9	2020-39
ME-HETL-J0209	2020-09-22	B.1.2	2020-9	2020-39
ME-HETL-J0210	2020-09-22	B.1.1.434	2020-9	2020-39
ME-HETL-J0212	2020-09-22	B.1	2020-9	2020-39
ME-HETL-J0213	2020-09-22	B.1	2020-9	2020-39
ME-HETL-J0214	2020-09-22	B.1.606	2020-9	2020-39
ME-HETL-J0215	2020-09-23	B.1.2	2020-9	2020-39
ME-HETL-J0216	2020-09-23	B.1.396	2020-9	2020-39
ME-HETL-J0217	2020-09-23	B.1.2	2020-9	2020-39
ME-HETL-J0220	2020-09-23	B.1.2	2020-9	2020-39
ME-HETL-J0221	2020-09-23	B.1.2	2020-9	2020-39
ME-HETL-J0222	2020-09-24	B.1.2	2020-9	2020-39
ME-HETL-J0224	2020-09-23	B.1.1.434	2020-9	2020-39
ME-HETL-J0225	2020-09-24	B.1.2	2020-9	2020-39
ME-HETL-J0226	2020-09-25	B.1.1.434	2020-9	2020-39
ME-HETL-J0227	2020-09-25	B.1.243	2020-9	2020-39
ME-HETL-J0228	2020-09-25	B.1.1.461	2020-9	2020-39
ME-HETL-J0229	2020-09-25	B.1.2	2020-9	2020-39
ME-HETL-J0230	2020-09-26	B.1.1.461	2020-9	2020-39
ME-HETL-J0232	2020-09-25	B.1.2	2020-9	2020-39
ME-HETL-J0233	2020-09-25	B.1.2	2020-9	2020-39
ME-HETL-J0234	2020-09-25	B.1.2	2020-9	2020-39
ME-HETL-J0235	2020-09-25	B.1.1.434	2020-9	2020-39
ME-HETL-J0237	2020-09-26	B.1.1.434	2020-9	2020-39
ME-HETL-J0238	2020-09-26	B.1.2	2020-9	2020-39
ME-HETL-J0239	2020-09-27	B.1.1.434	2020-9	2020-40
ME-HETL-J0240	2020-09-26	B.1.1.434	2020-9	2020-39
ME-HETL-J0241	2020-09-26	B.1.2	2020-9	2020-39
ME-HETL-J0242	2020-09-28	B.1.2	2020-9	2020-40
ME-HETL-J0243	2020-09-26	B.1.1.434	2020-9	2020-39
ME-HETL-J0244	2020-09-26	B.1.1.434	2020-9	2020-39
ME-HETL-J0246	2020-09-28	B.1.234	2020-9	2020-40
ME-HETL-J0247	2020-09-28	B.1	2020-9	2020-40
ME-HETL-J0248	2020-09-28	B.1.2	2020-9	2020-40
ME-HETL-J0249	2020-09-28	B.1.2	2020-9	2020-40
ME-HETL-J0250	2020-09-28	B.1.1.434	2020-9	2020-40
ME-HETL-J0251	2020-09-28	B.1.2	2020-9	2020-40
ME-HETL-J0256	2020-09-28	B.1.349	2020-9	2020-40
ME-HETL-J0258	2020-09-28	B.1.349	2020-9	2020-40
ME-HETL-J0259	2020-09-29	B.1.2	2020-9	2020-40
ME-HETL-J0260	2020-09-29	B.1.1.434	2020-9	2020-40
ME-HETL-J0261	2020-09-29	B.1.1.434	2020-9	2020-40
ME-HETL-J0263	2020-09-29	B.1.349	2020-9	2020-40
ME-HETL-J0264	2020-09-29	B.1.349	2020-9	2020-40
ME-HETL-J0266	2020-09-29	B.1.349	2020-9	2020-40
ME-HETL-J0267	2020-09-29	B.1.234	2020-9	2020-40
ME-HETL-J0268	2020-09-29	B.1.234	2020-9	2020-40
ME-HETL-J0269	2020-09-29	B.1.234	2020-9	2020-40
ME-HETL-J0270	2020-10-01	B.1.1.434	2020-10	2020-40
ME-HETL-J0271	2020-09-30	B.1.2	2020-9	2020-40
ME-HETL-J0272	2020-10-01	B.1.1.434	2020-10	2020-40
ME-HETL-J0273	2020-10-01	B.1	2020-10	2020-40
ME-HETL-J0274	2020-10-02	B.1.1.265	2020-10	2020-40
ME-HETL-J0275	2020-10-03	B.1.2	2020-10	2020-40
ME-HETL-J0276	2020-10-04	B.1.543	2020-10	2020-41
ME-HETL-J0277	2020-10-04	B.1.543	2020-10	2020-41
ME-HETL-J0278	2020-10-04	B.1.2	2020-10	2020-41
ME-HETL-J0279	2020-10-04	B.1.2	2020-10	2020-41
ME-HETL-J0280	2020-10-05	B.1	2020-10	2020-41
ME-HETL-J0281	2020-10-05	B.1.2	2020-10	2020-41
ME-HETL-J0284	2020-10-05	B.1.596	2020-10	2020-41
ME-HETL-J0285	2020-10-05	B.1.234	2020-10	2020-41
ME-HETL-J0286	2020-10-05	B.1.234	2020-10	2020-41
ME-HETL-J0287	2020-10-05	B.1	2020-10	2020-41
ME-HETL-J0288	2020-10-05	B.1.2	2020-10	2020-41
ME-HETL-J0289	2020-10-05	B.1.1.305	2020-10	2020-41
ME-HETL-J0290	2020-10-05	B.1.369	2020-10	2020-41
ME-HETL-J0291	2020-10-06	B.1.2	2020-10	2020-41
ME-HETL-J0294	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0296	2020-11-30	B.1.243	2020-11	2020-49
ME-HETL-J0298	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0299	2020-11-30	B.1.243	2020-11	2020-49
ME-HETL-J0300	2020-11-30	B.1.240	2020-11	2020-49
ME-HETL-J0301	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0302	2020-11-30	B.1.240	2020-11	2020-49
ME-HETL-J0303	2020-12-01	B.1.298	2020-12	2020-49
ME-HETL-J0304	2020-12-01	B.1.298	2020-12	2020-49
ME-HETL-J0306	2020-12-01	B.1.240	2020-12	2020-49
ME-HETL-J0307	2020-11-30	B.1.110.3	2020-11	2020-49
ME-HETL-J0308	2020-11-30	B.1.110.3	2020-11	2020-49
ME-HETL-J0310	2020-11-30	B.1.110.3	2020-11	2020-49
ME-HETL-J0311	2020-11-30	B.1.110.3	2020-11	2020-49
ME-HETL-J0312	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0313	2020-11-30	B.1.240	2020-11	2020-49
ME-HETL-J0315	2020-11-30	B.1.349	2020-11	2020-49
ME-HETL-J0316	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0317	2020-11-30	B.1	2020-11	2020-49
ME-HETL-J0318	2020-11-30	B.1.517	2020-11	2020-49
ME-HETL-J0319	2020-11-30	B.1	2020-11	2020-49
ME-HETL-J0320	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0321	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0322	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0323	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0324	2020-11-30	B.1	2020-11	2020-49
ME-HETL-J0325	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0327	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0328	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0329	2020-11-24	B.1.1.464	2020-11	2020-48
ME-HETL-J0330	2020-11-24	B.1.361	2020-11	2020-48
ME-HETL-J0331	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0332	2020-11-24	B.1.361	2020-11	2020-48
ME-HETL-J0333	2020-11-24	B.1.517	2020-11	2020-48
ME-HETL-J0334	2020-11-24	B.1.517	2020-11	2020-48
ME-HETL-J0335	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0336	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0337	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0338	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0339	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0340	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0341	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0344	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0345	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0346	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0347	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0349	2020-11-23	B.1.2	2020-11	2020-48
ME-HETL-J0350	2020-11-23	B.1.2	2020-11	2020-48
ME-HETL-J0351	2020-11-23	B.1.2	2020-11	2020-48
ME-HETL-J0353	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0354	2020-11-24	B.1.517	2020-11	2020-48
ME-HETL-J0355	2020-11-24	B.1.375	2020-11	2020-48
ME-HETL-J0356	2020-11-24	B.1.375	2020-11	2020-48
ME-HETL-J0357	2020-11-24	B.1.2	2020-11	2020-48
ME-HETL-J0358	2020-11-24	B.1.240	2020-11	2020-48
ME-HETL-J0359	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0360	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0361	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0362	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0363	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0365	2020-11-30	B.1.2	2020-11	2020-49
ME-HETL-J0366	2020-11-30	B.1.234	2020-11	2020-49
ME-HETL-J0367	2020-12-07	B.1.2	2020-12	2020-50
ME-HETL-J0368	2020-12-09	B.1.2	2020-12	2020-50
ME-HETL-J0369	2020-12-09	B.1.240	2020-12	2020-50
ME-HETL-J0370	2020-12-09	B.1.240	2020-12	2020-50
ME-HETL-J0371	2020-12-09	B.1.240	2020-12	2020-50
ME-HETL-J0373	2020-12-10	B.1.311	2020-12	2020-50
ME-HETL-J0374	2020-12-10	B.1.240	2020-12	2020-50
ME-HETL-J0375	2020-12-09	B.1.2	2020-12	2020-50
ME-HETL-J0376	2020-12-11	B.1.2	2020-12	2020-50
ME-HETL-J0379	2020-12-11	B.1.243	2020-12	2020-50
ME-HETL-J0381	2020-12-11	B.1.2	2020-12	2020-50
ME-HETL-J0383	2020-12-11	B.1.110.3	2020-12	2020-50
ME-HETL-J0385	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0387	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0388	2020-12-15	B.1.517	2020-12	2020-51
ME-HETL-J0389	2020-12-15	B.1.240	2020-12	2020-51
ME-HETL-J0391	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0393	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0394	2020-12-15	B.1.466.1	2020-12	2020-51
ME-HETL-J0395	2020-12-15	B.1.517	2020-12	2020-51
ME-HETL-J0397	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0398	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0399	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0400	2020-12-15	B.1.1.320	2020-12	2020-51
ME-HETL-J0402	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0403	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0404	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0406	2020-12-16	B.1.588	2020-12	2020-51
ME-HETL-J0407	2020-12-16	B.1.588	2020-12	2020-51
ME-HETL-J0408	2020-12-16	B.1.517	2020-12	2020-51
ME-HETL-J0409	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0410	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0411	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0414	2020-12-18	B.1.517	2020-12	2020-51
ME-HETL-J0417	2020-12-16	B.1.311	2020-12	2020-51
ME-HETL-J0418	2020-12-16	B.1.240	2020-12	2020-51
ME-HETL-J0419	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0420	2020-12-16	B.1.240	2020-12	2020-51
ME-HETL-J0421	2020-12-16	B.1.240	2020-12	2020-51
ME-HETL-J0422	2020-12-16	B.1.240	2020-12	2020-51
ME-HETL-J0423	2020-12-16	B.1.375	2020-12	2020-51
ME-HETL-J0425	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0426	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0427	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0428	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0430	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0432	2020-12-16	B.1.603	2020-12	2020-51
ME-HETL-J0433	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0434	2020-12-16	B.1.448	2020-12	2020-51
ME-HETL-J0435	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0436	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0437	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0438	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0440	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0441	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0442	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0444	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0445	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0446	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0447	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0448	2020-12-17	B.1.1.320	2020-12	2020-51
ME-HETL-J0449	2020-12-18	B.1.517	2020-12	2020-51
ME-HETL-J0450	2020-12-18	B.1.110.3	2020-12	2020-51
ME-HETL-J0451	2020-12-17	B.1.234	2020-12	2020-51
ME-HETL-J0453	2020-12-17	B.1.2	2020-12	2020-51
ME-HETL-J0456	2020-12-03	B.1.240	2020-12	2020-49
ME-HETL-J0457	2020-12-03	B.1.1.320	2020-12	2020-49
ME-HETL-J0458	2020-12-03	B.1.2	2020-12	2020-49
ME-HETL-J0459	2020-12-03	B.1.2	2020-12	2020-49
ME-HETL-J0461	2020-12-16	B.1.2	2020-12	2020-51
ME-HETL-J0462	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0463	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0464	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0466	2020-12-14	B.1.240	2020-12	2020-51
ME-HETL-J0467	2020-12-14	B.1.517	2020-12	2020-51
ME-HETL-J0468	2020-12-14	B.1.2	2020-12	2020-51
ME-HETL-J0469	2020-12-16	B.1.1	2020-12	2020-51
ME-HETL-J0470	2020-12-11	B.1.1.320	2020-12	2020-50
ME-HETL-J0471	2020-12-11	B.1.1.320	2020-12	2020-50
ME-HETL-J0472	2020-12-11	B.1.240	2020-12	2020-50
ME-HETL-J0473	2020-12-11	B.1.1.320	2020-12	2020-50
ME-HETL-J0474	2020-12-11	B.1.1.320	2020-12	2020-50
ME-HETL-J0475	2020-12-15	B.1.110.3	2020-12	2020-51
ME-HETL-J0477	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0479	2020-12-15	B.1.2	2020-12	2020-51
ME-HETL-J0480	2020-12-15	B.1	2020-12	2020-51
ME-HETL-J0482	2020-12-30	B.1.2	2020-12	2020-53
ME-HETL-J0483	2020-12-30	B.1.110.3	2020-12	2020-53
ME-HETL-J0484	2020-12-30	B.1.349	2020-12	2020-53
ME-HETL-J0485	2020-12-30	B.1.2	2020-12	2020-53
ME-HETL-J0488	2020-12-30	B.1.2	2020-12	2020-53
ME-HETL-J0489	2020-12-30	B.1.427	2020-12	2020-53
ME-HETL-J0490	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0491	2020-12-29	B.1.1.320	2020-12	2020-53
ME-HETL-J0492	2020-12-30	B.1.596	2020-12	2020-53
ME-HETL-J0493	2020-12-31	B.1.349	2020-12	2020-53
ME-HETL-J0494	2020-12-31	B.1.2	2020-12	2020-53
ME-HETL-J0495	2020-12-31	B.1.240	2020-12	2020-53
ME-HETL-J0496	2020-12-31	B.1.240	2020-12	2020-53
ME-HETL-J0497	2020-12-28	B.1.375	2020-12	2020-53
ME-HETL-J0498	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0499	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0500	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0501	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0502	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0503	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0504	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0505	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0507	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0508	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0509	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0510	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0511	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0512	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0513	2020-12-28	B.1.2	2020-12	2020-53
ME-HETL-J0514	2021-01-02	B.1.110.3	2021-1	2020-53
ME-HETL-J0515	2021-01-02	B.1.2	2021-1	2020-53
ME-HETL-J0516	2020-12-29	B.1.110.3	2020-12	2020-53
ME-HETL-J0517	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0518	2020-12-29	B.1.110.3	2020-12	2020-53
ME-HETL-J0519	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0521	2020-12-29	B.1.349	2020-12	2020-53
ME-HETL-J0522	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0524	2020-12-29	B.1.349	2020-12	2020-53
ME-HETL-J0525	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0526	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0528	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0529	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0530	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0532	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0533	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0534	2020-12-29	B.1.517	2020-12	2020-53
ME-HETL-J0535	2020-12-29	B.1.2	2020-12	2020-53
ME-HETL-J0536	2020-12-29	B.1.240	2020-12	2020-53
ME-HETL-J0537	2020-12-29	B.1.234	2020-12	2020-53
ME-HETL-J0539	2020-12-31	B.1.240	2020-12	2020-53
ME-HETL-J0541	2020-12-31	B.1.240	2020-12	2020-53
ME-HETL-J0542	2020-12-31	B.1.240	2020-12	2020-53
ME-HETL-J0546	2020-12-30	B.1.2	2020-12	2020-53
ME-HETL-J0547	2021-01-02	B.1.517	2021-1	2020-53
ME-HETL-J0548	2021-01-02	B.1.517	2021-1	2020-53
ME-HETL-J0549	2020-12-29	B.1.466.1	2020-12	2020-53
ME-HETL-J0550	2020-12-30	B.1.2	2020-12	2020-53
ME-HETL-J0551	2020-12-28	B.1.517	2020-12	2020-53
ME-HETL-J0553	2021-01-02	B.1.2	2021-1	2020-53
ME-HETL-J0554	2021-01-02	B.1	2021-1	2020-53
